student_id,attempt,question_id,concept,difficulty,correct,time_gap_days,days_since_practice,timestamp,knowledge_state
S042,29,Q114,STORED PROCEDURES,0.598,0,0.446,45.26,45.26,0.0
S042,30,Q028,STORED PROCEDURES,0.783,0,3.097,3.097,48.357,0.0
S042,31,Q128,SELECT,0.294,0,1.456,28.223,49.813,0.0
S042,32,Q230,GROUP BY,0.634,0,0.004,49.817,49.817,0.0
S042,33,Q375,TRIGGERS,0.555,0,2.873,28.696,52.69,0.0
S042,34,Q383,PRIMARY KEY,0.392,1,1.217,13.377,53.908,0.06
S042,35,Q186,GROUP BY,0.402,1,1.256,5.347,55.164,0.06
S042,36,Q194,VIEWS,0.66,1,2.516,57.68,57.68,0.06
S042,37,Q305,UNION,0.595,0,0.131,15.346,57.811,0.0
S042,38,Q362,RIGHT JOIN,0.6,0,0.124,24.955,57.935,0.0
S042,39,Q017,INNER JOIN,0.354,0,0.554,58.489,58.489,0.0
S042,40,Q496,NORMALIZATION,0.716,0,1.81,46.888,60.299,0.0
S042,41,Q450,LEFT JOIN,0.595,0,0.099,47.881,60.397,0.0
S042,42,Q358,INNER JOIN,0.377,1,1.21,3.119,61.608,0.06
S042,43,Q076,WHERE,0.378,0,0.291,50.319,61.899,0.0
S042,44,Q050,ORDER BY,0.39,1,0.695,49.531,62.594,0.06
S042,45,Q012,INDEXING,0.52,0,6.643,55.99,69.237,0.0
S042,46,Q388,FOREIGN KEY,0.322,0,1.742,49.027,70.979,0.0
S042,47,Q492,ORDER BY,0.258,1,0.634,9.019,71.613,0.06
S042,48,Q039,AGGREGATE FUNCTIONS,0.36,0,3.389,40.832,75.002,0.0
S042,49,Q380,JOINS,0.601,0,0.194,72.531,75.196,0.0
S042,50,Q453,FOREIGN KEY,0.484,0,1.805,6.022,77.001,0.0
S042,51,Q293,JOINS,0.674,0,0.923,2.728,77.924,0.0
S042,52,Q123,TRIGGERS,0.741,0,1.817,27.051,79.741,0.0
S042,53,Q175,INDEXING,0.505,1,0.503,11.007,80.244,0.06
S042,54,Q315,WHERE,0.287,1,1.757,20.102,82.001,0.06
S042,55,Q373,AGGREGATE FUNCTIONS,0.326,0,2.21,9.209,84.211,0.0
S042,56,Q218,ORDER BY,0.226,0,0.457,13.055,84.668,0.0
S042,57,Q406,HAVING,0.46,1,0.342,40.197,85.01,0.06
S042,58,Q136,VIEWS,0.566,0,1.103,28.433,86.113,0.0
S042,59,Q353,PRIMARY KEY,0.417,0,0.737,32.942,86.85,0.0
S042,60,Q406,HAVING,0.46,0,2.901,4.74,89.75,0.0
S042,61,Q035,PRIMARY KEY,0.235,0,1.961,4.862,91.712,0.0
S042,62,Q198,TRIGGERS,0.796,1,0.012,11.983,91.724,0.06
S042,63,Q359,UNION,0.42,0,0.736,34.648,92.459,0.0
S042,64,Q234,HAVING,0.621,0,2.412,5.121,94.872,0.0
S042,65,Q231,INDEXING,0.687,1,1.36,15.987,96.232,0.06
S042,66,Q160,AGGREGATE FUNCTIONS,0.338,0,1.446,13.466,97.678,0.0
S042,67,Q070,HAVING,0.608,0,0.029,2.835,97.707,0.0
S042,68,Q148,SUBQUERIES,0.793,0,0.518,98.225,98.225,0.0
S042,69,Q035,PRIMARY KEY,0.235,0,0.302,6.816,98.527,0.0
S042,70,Q334,SUBQUERIES,0.603,0,0.583,0.885,99.11,0.0
S042,71,Q402,AGGREGATE FUNCTIONS,0.582,1,1.132,2.564,100.242,0.06
S042,72,Q217,PRIMARY KEY,0.385,0,0.536,2.251,100.778,0.0
S042,73,Q331,STORED PROCEDURES,0.731,0,1.359,53.78,102.137,0.0
S042,74,Q103,WHERE,0.449,0,0.734,20.87,102.871,0.0
S042,75,Q117,RIGHT JOIN,0.503,1,0.145,45.081,103.016,0.06
S042,76,Q006,ORDER BY,0.205,1,0.32,18.668,103.336,0.06
S042,77,Q095,TRANSACTIONS,0.782,0,0.012,65.706,103.348,0.0
S042,78,Q078,VIEWS,0.48,0,1.3,18.535,104.648,0.0
S042,79,Q478,VIEWS,0.411,1,1.136,1.136,105.785,0.06
S042,80,Q246,VIEWS,0.684,1,1.032,1.032,106.817,0.1045
S042,81,Q366,TRIGGERS,0.664,0,0.275,15.368,107.092,0.0
S042,82,Q245,SELECT,0.37,0,3.079,60.358,110.17,0.0
S042,83,Q177,INDEXING,0.605,0,3.941,17.88,114.112,0.0
S042,84,Q021,NORMALIZATION,0.705,0,3.933,57.746,118.044,0.0
S042,85,Q184,HAVING,0.542,0,1.602,21.94,119.647,0.0
S042,86,Q324,WHERE,0.282,0,1.562,18.337,121.208,0.0
S042,87,Q066,SELECT,0.207,1,1.204,12.242,122.412,0.06
S042,88,Q118,GROUP BY,0.421,0,0.579,67.828,122.992,0.0
S042,89,Q036,NORMALIZATION,0.55,1,4.371,9.318,127.362,0.06
S042,90,Q405,LEFT JOIN,0.648,0,0.347,67.312,127.71,0.0
S042,91,Q411,SUBQUERIES,0.668,1,0.944,29.543,128.653,0.06
S042,92,Q026,JOINS,0.462,0,5.463,56.192,134.117,0.0
S042,93,Q080,HAVING,0.504,0,0.418,14.888,134.535,0.0
S042,94,Q010,UNION,0.357,1,1.667,43.743,136.202,0.06
S042,95,Q499,FOREIGN KEY,0.458,0,2.668,61.869,138.87,0.0
S042,96,Q380,JOINS,0.601,1,0.573,5.327,139.444,0.06
S042,97,Q025,LEFT JOIN,0.627,0,0.777,12.511,140.221,0.0
S042,98,Q042,SUBQUERIES,0.658,0,6.216,17.783,146.436,0.0
S042,99,Q081,SELECT,0.21,1,0.705,24.729,147.141,0.06
S042,100,Q214,INDEXING,0.488,0,0.457,33.487,147.598,0.0
S043,1,Q134,ORDER BY,0.387,0,3.105,3.105,3.105,0.1415
S043,2,Q257,VIEWS,0.425,0,1.626,4.731,4.731,0.3055
S043,3,Q180,INDEXING,0.498,0,1.31,6.041,6.041,0.3821
S043,4,Q019,RIGHT JOIN,0.455,0,3.452,9.494,9.494,0.1492
S043,5,Q229,TRANSACTIONS,0.702,1,1.159,10.653,10.653,0.1777
S043,6,Q079,WHERE,0.326,0,3.407,14.06,14.06,0.0111
S043,7,Q485,GROUP BY,0.405,1,0.314,14.374,14.374,0.0776
S043,8,Q156,WHERE,0.223,0,0.051,0.365,14.425,0.0
S043,9,Q409,FOREIGN KEY,0.381,1,0.661,15.086,15.086,0.1825
S043,10,Q154,INDEXING,0.465,1,0.992,10.037,16.078,0.2915
S043,11,Q401,UNION,0.473,0,0.386,16.464,16.464,0.2065
S043,12,Q148,SUBQUERIES,0.793,0,4.216,20.68,20.68,0.0
S043,13,Q272,LEFT JOIN,0.451,1,0.045,20.725,20.725,0.1142
S043,14,Q075,UNION,0.426,1,1.59,5.851,22.315,0.1788
S043,15,Q332,TRIGGERS,0.562,0,0.567,22.882,22.882,0.0956
S043,16,Q252,ORDER BY,0.263,1,0.767,20.544,23.649,0.06
S043,17,Q349,PRIMARY KEY,0.216,0,0.214,23.864,23.864,0.0198
S043,18,Q338,FOREIGN KEY,0.333,0,5.354,14.131,29.218,0.0
S043,19,Q276,VIEWS,0.484,0,4.328,28.815,33.546,0.0
S043,20,Q459,NORMALIZATION,0.516,1,0.044,33.589,33.589,0.06
S043,21,Q323,WHERE,0.355,1,0.822,19.987,34.412,0.06
S043,22,Q343,VIEWS,0.483,0,0.255,1.121,34.666,0.0
S043,23,Q006,ORDER BY,0.205,0,1.215,12.232,35.881,0.0
S043,24,Q251,TRIGGERS,0.583,0,0.089,13.088,35.97,0.0
S043,25,Q129,SELECT,0.199,0,0.332,36.301,36.301,0.0
S043,26,Q337,FOREIGN KEY,0.341,1,0.333,7.417,36.634,0.06
S043,27,Q237,SUBQUERIES,0.801,0,0.713,16.667,37.347,0.0
S043,28,Q450,LEFT JOIN,0.595,1,0.555,17.177,37.902,0.06
S043,29,Q184,HAVING,0.542,0,3.292,41.194,41.194,0.0
S043,30,Q469,SELECT,0.241,0,12.907,17.799,54.1,0.0
S043,31,Q289,WHERE,0.209,0,0.175,19.863,54.275,0.0
S043,32,Q316,JOINS,0.535,0,0.436,54.711,54.711,0.0
S043,33,Q433,TRANSACTIONS,0.619,1,0.531,44.59,55.242,0.06
S043,34,Q214,INDEXING,0.488,1,3.104,42.268,58.346,0.06
S043,35,Q318,SUBQUERIES,0.809,0,1.031,22.031,59.378,0.0
S043,36,Q240,LEFT JOIN,0.422,0,3.087,24.563,62.464,0.0
S043,37,Q265,NORMALIZATION,0.689,0,0.192,29.067,62.657,0.0
S043,38,Q432,NORMALIZATION,0.754,0,3.496,3.496,66.152,0.0
S043,39,Q447,AGGREGATE FUNCTIONS,0.58,0,1.831,67.984,67.984,0.0
S043,40,Q093,ORDER BY,0.402,0,1.748,33.851,69.732,0.0
S043,41,Q335,JOINS,0.436,0,0.908,15.929,70.64,0.0
S043,42,Q212,RIGHT JOIN,0.621,0,1.549,62.695,72.189,0.0
S043,43,Q002,NORMALIZATION,0.72,0,0.618,6.654,72.807,0.0
S043,44,Q049,HAVING,0.692,0,1.718,33.331,74.524,0.0
S043,45,Q096,LEFT JOIN,0.516,0,3.096,15.155,77.62,0.0
S043,46,Q176,PRIMARY KEY,0.27,1,1.34,55.096,78.96,0.06
S043,47,Q029,WHERE,0.299,0,1.928,26.612,80.887,0.0
S043,48,Q279,FOREIGN KEY,0.269,1,0.11,44.363,80.997,0.06
S043,49,Q305,UNION,0.595,0,0.298,58.98,81.295,0.0
S043,50,Q234,HAVING,0.621,1,0.956,7.727,82.251,0.06
S043,51,Q482,WHERE,0.334,0,0.44,1.804,82.691,0.0
S043,52,Q357,INNER JOIN,0.447,0,2.966,85.657,85.657,0.0
S043,53,Q391,ORDER BY,0.213,1,3.454,19.379,89.112,0.06
S043,54,Q498,FOREIGN KEY,0.401,0,5.377,13.492,94.489,0.0
S043,55,Q186,GROUP BY,0.402,0,1.461,81.576,95.949,0.0
S043,56,Q115,STORED PROCEDURES,0.696,1,0.568,96.517,96.517,0.06
S043,57,Q384,JOINS,0.69,0,0.08,25.958,96.598,0.0
S043,58,Q269,AGGREGATE FUNCTIONS,0.384,0,2.337,30.951,98.935,0.0
S043,59,Q376,HAVING,0.695,0,0.001,16.685,98.936,0.0
S043,60,Q072,NORMALIZATION,0.55,0,2.372,28.502,101.308,0.0
S043,61,Q156,WHERE,0.223,1,0.678,19.295,101.986,0.06
S043,62,Q334,SUBQUERIES,0.603,0,1.497,44.106,103.483,0.0
S043,63,Q198,TRIGGERS,0.796,0,2.485,69.998,105.968,0.0
S043,64,Q293,JOINS,0.674,1,0.207,9.578,106.175,0.06
S043,65,Q197,SELECT,0.265,0,3.006,55.081,109.181,0.0
S043,66,Q454,AGGREGATE FUNCTIONS,0.435,0,0.966,11.212,110.147,0.0
S043,67,Q255,RIGHT JOIN,0.673,1,3.315,41.273,113.462,0.06
S043,68,Q431,JOINS,0.561,0,2.389,9.675,115.851,0.0
S043,69,Q238,VIEWS,0.43,0,3.37,84.554,119.221,0.0
S043,70,Q009,SELECT,0.226,0,0.315,10.354,119.535,0.0
S043,71,Q136,VIEWS,0.566,1,0.36,0.675,119.896,0.06
S043,72,Q347,FOREIGN KEY,0.405,0,0.133,25.539,120.028,0.0
S043,73,Q288,VIEWS,0.651,0,2.971,3.104,122.999,0.0
S043,74,Q356,HAVING,0.455,1,4.413,28.476,127.412,0.06
S043,75,Q415,SELECT,0.337,1,0.371,8.248,127.783,0.06
S043,76,Q302,LEFT JOIN,0.407,0,0.357,50.521,128.14,0.0
S043,77,Q061,WHERE,0.356,0,1.226,27.381,129.367,0.0
S043,78,Q081,SELECT,0.21,0,1.931,3.515,131.298,0.0
S043,79,Q196,STORED PROCEDURES,0.722,0,0.218,34.999,131.516,0.0
S043,80,Q408,HAVING,0.471,0,3.074,7.178,134.59,0.0
S043,81,Q317,NORMALIZATION,0.619,0,1.196,34.478,135.786,0.0
S043,82,Q199,UNION,0.466,0,0.15,54.641,135.936,0.0
S043,83,Q180,INDEXING,0.498,1,0.895,78.485,136.831,0.06
S043,84,Q284,HAVING,0.408,0,0.359,2.6,137.19,0.0
S043,85,Q368,WHERE,0.261,1,1.692,9.516,138.883,0.06
S043,86,Q043,RIGHT JOIN,0.724,0,0.321,25.742,139.204,0.0
S043,87,Q254,TRANSACTIONS,0.536,0,0.119,84.081,139.323,0.0
S043,88,Q167,PRIMARY KEY,0.442,1,2.566,62.93,141.889,0.06
S043,89,Q309,HAVING,0.586,1,0.086,4.785,141.975,0.06
S043,90,Q248,JOINS,0.612,1,0.497,26.622,142.473,0.06
S043,91,Q232,PRIMARY KEY,0.433,1,1.346,1.93,143.819,0.0911
S043,92,Q135,HAVING,0.678,0,0.738,2.582,144.557,0.0
S043,93,Q178,HAVING,0.584,1,2.193,2.193,146.75,0.06
S043,94,Q283,STORED PROCEDURES,0.715,0,0.458,15.692,147.209,0.0
S043,95,Q200,SELECT,0.313,1,1.262,17.172,148.47,0.06
S043,96,Q290,SELECT,0.153,0,3.908,3.908,152.379,0.0
S043,97,Q408,HAVING,0.471,0,0.658,6.286,153.037,0.0
S043,98,Q432,NORMALIZATION,0.754,1,0.837,18.087,153.874,0.06
S043,99,Q089,RIGHT JOIN,0.546,1,0.133,14.803,154.007,0.06
S043,100,Q315,WHERE,0.287,1,0.08,15.204,154.086,0.06
S044,1,Q153,LEFT JOIN,0.611,1,1.487,1.487,1.487,0.2539
S044,2,Q112,INDEXING,0.48,0,1.425,2.912,2.912,0.1589
S044,3,Q252,ORDER BY,0.263,1,1.306,4.218,4.218,0.263
S044,4,Q450,LEFT JOIN,0.595,1,1.355,4.087,5.573,0.2526
S044,5,Q368,WHERE,0.261,0,5.068,10.641,10.641,0.2062
S044,6,Q126,LEFT JOIN,0.589,1,0.739,5.807,11.38,0.2255
S044,7,Q477,TRIGGERS,0.655,0,0.475,11.855,11.855,0.0424
S044,8,Q042,SUBQUERIES,0.658,1,0.478,12.333,12.333,0.301
S044,9,Q066,SELECT,0.207,0,0.562,12.896,12.896,0.1448
S044,10,Q400,VIEWS,0.655,1,0.561,13.456,13.456,0.3477
S044,11,Q004,AGGREGATE FUNCTIONS,0.438,0,1.005,14.462,14.462,0.0389
S044,12,Q303,WHERE,0.319,0,2.772,6.592,17.234,0.0823
S044,13,Q420,INNER JOIN,0.385,0,5.46,22.694,22.694,0.0
S044,14,Q064,AGGREGATE FUNCTIONS,0.397,0,0.091,8.323,22.785,0.0
S044,15,Q187,HAVING,0.52,0,0.116,22.9,22.9,0.056
S044,16,Q439,HAVING,0.648,1,0.011,0.011,22.911,0.1158
S044,17,Q215,VIEWS,0.633,1,1.745,11.2,24.657,0.2397
S044,18,Q049,HAVING,0.692,0,0.847,2.592,25.504,0.0519
S044,19,Q283,STORED PROCEDURES,0.715,0,2.672,28.175,28.175,0.0
S044,20,Q121,VIEWS,0.492,1,0.043,3.561,28.218,0.2463
S044,21,Q079,WHERE,0.326,0,0.491,11.475,28.709,0.0
S044,22,Q211,GROUP BY,0.403,1,1.949,30.658,30.658,0.0937
S044,23,Q424,SELECT,0.283,0,0.914,18.676,31.572,0.0
S044,24,Q185,INDEXING,0.692,1,3.825,32.484,35.396,0.06
S044,25,Q331,STORED PROCEDURES,0.731,0,6.301,13.522,41.697,0.0
S044,26,Q041,SELECT,0.301,0,3.054,13.179,44.751,0.0
S044,27,Q483,VIEWS,0.52,0,1.069,17.602,45.819,0.0
S044,28,Q275,HAVING,0.692,0,0.556,20.872,46.375,0.0
S044,29,Q010,UNION,0.357,1,3.242,49.617,49.617,0.06
S044,30,Q397,RIGHT JOIN,0.678,0,1.041,50.658,50.658,0.0
S044,31,Q315,WHERE,0.287,0,1.444,23.393,52.102,0.0
S044,32,Q086,HAVING,0.59,0,1.263,6.989,53.365,0.0
S044,33,Q246,VIEWS,0.684,0,3.208,10.754,56.573,0.0
S044,34,Q309,HAVING,0.586,1,0.337,3.545,56.91,0.06
S044,35,Q235,AGGREGATE FUNCTIONS,0.512,1,1.673,35.798,58.583,0.06
S044,36,Q444,PRIMARY KEY,0.235,0,0.225,58.808,58.808,0.0
S044,37,Q415,SELECT,0.337,0,0.164,14.221,58.972,0.0
S044,38,Q182,NORMALIZATION,0.512,0,0.24,59.212,59.212,0.0
S044,39,Q265,NORMALIZATION,0.689,0,0.343,0.343,59.555,0.0
S044,40,Q154,INDEXING,0.465,0,0.437,24.596,59.993,0.0
S044,41,Q025,LEFT JOIN,0.627,0,4.011,52.624,64.004,0.0
S044,42,Q417,VIEWS,0.67,0,0.074,7.505,64.078,0.0
S044,43,Q442,NORMALIZATION,0.586,0,4.95,9.473,69.028,0.0
S044,44,Q428,SELECT,0.158,0,0.154,10.21,69.182,0.0
S044,45,Q216,HAVING,0.472,0,2.732,15.004,71.914,0.0
S044,46,Q232,PRIMARY KEY,0.433,0,1.108,14.213,73.022,0.0
S044,47,Q403,UNION,0.464,0,2.908,26.313,75.93,0.0
S044,48,Q190,SUBQUERIES,0.738,0,1.309,64.906,77.239,0.0
S044,49,Q256,ORDER BY,0.346,0,3.285,76.306,80.524,0.0
S044,50,Q069,LEFT JOIN,0.56,0,2.131,18.652,82.655,0.0
S044,51,Q437,TRIGGERS,0.758,0,3.892,74.692,86.547,0.0
S044,52,Q240,LEFT JOIN,0.422,0,0.164,4.056,86.712,0.0
S044,53,Q143,WHERE,0.264,0,0.232,34.842,86.943,0.0
S044,54,Q480,STORED PROCEDURES,0.638,0,5.018,50.265,91.961,0.0
S044,55,Q108,SELECT,0.311,0,2.672,25.451,94.633,0.0
S044,56,Q122,INDEXING,0.478,0,1.576,36.217,96.209,0.0
S044,57,Q322,TRANSACTIONS,0.638,0,5.892,102.102,102.102,0.0
S044,58,Q371,JOINS,0.51,0,0.616,102.718,102.718,0.0
S044,59,Q100,SUBQUERIES,0.627,1,0.841,26.32,103.559,0.06
S044,60,Q059,PRIMARY KEY,0.219,1,0.418,30.956,103.978,0.06
S044,61,Q001,INNER JOIN,0.589,0,0.355,81.639,104.333,0.0
S044,62,Q078,VIEWS,0.48,1,0.035,40.29,104.368,0.06
S044,63,Q050,ORDER BY,0.39,1,1.14,24.983,105.508,0.06
S044,64,Q235,AGGREGATE FUNCTIONS,0.512,0,1.821,48.745,107.328,0.0
S044,65,Q033,LEFT JOIN,0.653,1,2.32,22.937,109.649,0.06
S044,66,Q417,VIEWS,0.67,0,3.737,9.018,113.385,0.0
S044,67,Q297,RIGHT JOIN,0.489,0,1.56,64.288,114.946,0.0
S044,68,Q279,FOREIGN KEY,0.269,1,0.672,115.617,115.617,0.06
S044,69,Q090,JOINS,0.609,1,0.053,12.953,115.671,0.06
S044,70,Q417,VIEWS,0.67,0,0.378,2.663,116.049,0.0
S044,71,Q262,AGGREGATE FUNCTIONS,0.576,0,2.155,10.875,118.203,0.0
S044,72,Q220,TRANSACTIONS,0.748,0,3.441,19.542,121.644,0.0
S044,73,Q447,AGGREGATE FUNCTIONS,0.58,1,3.39,6.831,125.034,0.06
S044,74,Q410,GROUP BY,0.445,0,0.753,95.13,125.788,0.0
S044,75,Q061,WHERE,0.356,0,0.014,38.858,125.802,0.0
S044,76,Q330,ORDER BY,0.419,0,0.758,21.052,126.56,0.0
S044,77,Q200,SELECT,0.313,1,0.503,32.429,127.062,0.06
S044,78,Q473,RIGHT JOIN,0.495,1,1.721,13.838,128.784,0.06
S044,79,Q392,STORED PROCEDURES,0.686,0,0.191,37.013,128.974,0.0
S044,80,Q259,JOINS,0.641,0,0.047,13.351,129.021,0.0
S044,81,Q399,JOINS,0.524,1,0.672,0.672,129.694,0.06
S044,82,Q192,PRIMARY KEY,0.241,0,0.041,25.758,129.735,0.0
S044,83,Q345,ORDER BY,0.246,1,0.763,3.939,130.498,0.06
S044,84,Q118,GROUP BY,0.421,0,1.048,5.759,131.547,0.0
S044,85,Q050,ORDER BY,0.39,1,1.001,2.049,132.548,0.0893
S044,86,Q462,TRANSACTIONS,0.661,1,0.032,10.935,132.579,0.06
S044,87,Q077,HAVING,0.485,1,1.042,61.708,133.621,0.06
S044,88,Q149,ORDER BY,0.264,1,4.024,5.098,137.645,0.0728
S044,89,Q253,STORED PROCEDURES,0.691,0,2.221,10.892,139.867,0.0
S044,90,Q137,ORDER BY,0.445,0,1.279,3.5,141.146,0.0
S044,91,Q159,JOINS,0.491,0,5.045,16.497,146.191,0.0
S044,92,Q430,SUBQUERIES,0.653,0,1.283,43.915,147.474,0.0
S044,93,Q211,GROUP BY,0.403,0,0.366,16.294,147.841,0.0
S044,94,Q061,WHERE,0.356,0,1.081,23.119,148.921,0.0
S044,95,Q030,GROUP BY,0.529,0,0.1,1.18,149.021,0.0
S044,96,Q387,UNION,0.384,0,1.006,74.097,150.027,0.0
S044,97,Q318,SUBQUERIES,0.809,0,0.421,2.974,150.448,0.0
S044,98,Q358,INNER JOIN,0.377,1,1.352,47.467,151.8,0.06
S044,99,Q302,LEFT JOIN,0.407,0,1.113,43.265,152.914,0.0
S044,100,Q153,LEFT JOIN,0.611,0,0.849,0.849,153.762,0.0
S045,1,Q438,GROUP BY,0.565,0,0.115,0.115,0.115,0.3569
S045,2,Q399,JOINS,0.524,0,4.077,4.192,4.192,0.1576
S045,3,Q113,ORDER BY,0.443,0,3.633,7.825,7.825,0.2807
S045,4,Q136,VIEWS,0.566,0,0.463,8.288,8.288,0.1089
S045,5,Q097,STORED PROCEDURES,0.801,0,1.333,9.62,9.62,0.2946
S045,6,Q133,FOREIGN KEY,0.479,0,1.239,10.859,10.859,0.2346
S045,7,Q345,ORDER BY,0.246,0,0.781,3.815,11.64,0.1984
S045,8,Q118,GROUP BY,0.421,1,0.237,11.763,11.877,0.2404
S045,9,Q467,TRIGGERS,0.624,1,0.963,12.84,12.84,0.2647
S045,10,Q187,HAVING,0.52,0,0.535,13.375,13.375,0.0062
S045,11,Q311,INNER JOIN,0.391,0,2.404,15.78,15.78,0.0
S045,12,Q168,SUBQUERIES,0.647,1,0.483,16.262,16.262,0.1462
S045,13,Q463,AGGREGATE FUNCTIONS,0.577,0,4.018,20.281,20.281,0.0
S045,14,Q111,TRANSACTIONS,0.674,0,0.601,20.882,20.882,0.0
S045,15,Q404,SELECT,0.335,0,0.592,21.474,21.474,0.0
S045,16,Q488,FOREIGN KEY,0.382,0,1.486,12.101,22.959,0.0281
S045,17,Q211,GROUP BY,0.403,0,0.363,11.445,23.322,0.0437
S045,18,Q230,GROUP BY,0.634,0,2.066,2.066,25.388,0.0
S045,19,Q401,UNION,0.473,0,0.294,25.683,25.683,0.0
S045,20,Q088,INDEXING,0.69,0,1.203,26.886,26.886,0.0
S045,21,Q424,SELECT,0.283,1,1.779,7.192,28.665,0.06
S045,22,Q268,ORDER BY,0.425,1,1.816,18.841,30.481,0.06
S045,23,Q265,NORMALIZATION,0.689,0,3.381,33.862,33.862,0.0
S045,24,Q240,LEFT JOIN,0.422,0,2.631,36.493,36.493,0.0
S045,25,Q330,ORDER BY,0.419,0,2.292,8.304,38.785,0.0
S045,26,Q261,NORMALIZATION,0.767,0,0.512,5.435,39.297,0.0
S045,27,Q147,INDEXING,0.616,1,0.176,12.587,39.473,0.06
S045,28,Q028,STORED PROCEDURES,0.783,0,0.822,30.675,40.295,0.0
S045,29,Q166,LEFT JOIN,0.618,0,0.498,4.3,40.793,0.0
S045,30,Q330,ORDER BY,0.419,1,0.098,2.106,40.891,0.06
S045,31,Q322,TRANSACTIONS,0.638,0,0.228,20.238,41.12,0.0
S045,32,Q291,JOINS,0.608,0,1.558,38.486,42.677,0.0
S045,33,Q023,NORMALIZATION,0.552,0,5.823,9.203,48.501,0.0
S045,34,Q089,RIGHT JOIN,0.546,0,0.181,48.682,48.682,0.0
S045,35,Q388,FOREIGN KEY,0.322,0,2.116,27.839,50.798,0.0
S045,36,Q206,SUBQUERIES,0.557,0,0.853,35.388,51.651,0.0
S045,37,Q346,NORMALIZATION,0.661,0,0.189,3.339,51.839,0.0
S045,38,Q094,TRANSACTIONS,0.694,0,0.094,10.814,51.933,0.0
S045,39,Q228,HAVING,0.488,1,3.268,41.826,55.201,0.06
S045,40,Q390,GROUP BY,0.446,0,1.156,30.969,56.357,0.0
S045,41,Q075,UNION,0.426,0,1.104,31.778,57.46,0.0
S045,42,Q427,HAVING,0.634,0,0.512,2.771,57.972,0.0
S045,43,Q361,GROUP BY,0.457,0,3.916,5.531,61.888,0.0
S045,44,Q179,ORDER BY,0.262,0,0.79,21.787,62.678,0.0
S045,45,Q388,FOREIGN KEY,0.322,1,0.579,12.459,63.257,0.06
S045,46,Q271,UNION,0.382,1,1.4,7.197,64.658,0.06
S045,47,Q019,RIGHT JOIN,0.455,1,1.807,17.782,66.464,0.06
S045,48,Q277,TRANSACTIONS,0.681,0,1.87,16.402,68.335,0.0
S045,49,Q081,SELECT,0.21,1,0.606,40.276,68.941,0.06
S045,50,Q313,WHERE,0.359,0,3.065,72.006,72.006,0.0
S045,51,Q069,LEFT JOIN,0.56,1,0.203,31.416,72.209,0.06
S045,52,Q415,SELECT,0.337,1,1.676,4.945,73.886,0.06
S045,53,Q236,NORMALIZATION,0.543,0,0.366,22.412,74.251,0.0
S045,54,Q473,RIGHT JOIN,0.495,0,1.324,9.111,75.575,0.0
S045,55,Q185,INDEXING,0.692,0,8.128,44.23,83.703,0.0
S045,56,Q040,LEFT JOIN,0.619,0,3.121,14.615,86.824,0.0
S045,57,Q478,VIEWS,0.411,1,2.094,80.631,88.918,0.06
S045,58,Q472,INNER JOIN,0.643,0,5.239,78.377,94.157,0.0
S045,59,Q049,HAVING,0.692,0,0.028,36.212,94.184,0.0
S045,60,Q090,JOINS,0.609,1,1.008,52.515,95.192,0.06
S045,61,Q483,VIEWS,0.52,0,0.141,6.415,95.333,0.0
S045,62,Q356,HAVING,0.455,1,2.168,3.317,97.502,0.06
S045,63,Q301,WHERE,0.29,0,0.377,25.873,97.879,0.0
S045,64,Q140,STORED PROCEDURES,0.717,1,2.183,59.767,100.062,0.06
S045,65,Q346,NORMALIZATION,0.661,0,0.659,26.469,100.72,0.0
S045,66,Q366,TRIGGERS,0.664,0,0.777,88.657,101.497,0.0
S045,67,Q311,INNER JOIN,0.391,0,4.724,12.065,106.221,0.0
S045,68,Q233,INNER JOIN,0.649,0,3.1,3.1,109.321,0.0
S045,69,Q363,NORMALIZATION,0.675,0,0.221,8.822,109.542,0.0
S045,70,Q404,SELECT,0.335,0,0.431,36.088,109.973,0.0
S045,71,Q465,WHERE,0.43,1,0.793,12.888,110.767,0.06
S045,72,Q055,INNER JOIN,0.493,0,1.095,2.541,111.862,0.0
S045,73,Q185,INDEXING,0.692,0,1.37,29.529,113.232,0.0
S045,74,Q113,ORDER BY,0.443,0,0.003,50.556,113.234,0.0
S045,75,Q283,STORED PROCEDURES,0.715,0,1.286,14.458,114.52,0.0
S045,76,Q165,NORMALIZATION,0.71,1,3.377,8.355,117.897,0.06
S045,77,Q339,RIGHT JOIN,0.478,0,1.311,43.632,119.208,0.0
S045,78,Q187,HAVING,0.52,0,1.069,22.775,120.277,0.0
S045,79,Q391,ORDER BY,0.213,1,0.352,7.394,120.628,0.06
S045,80,Q262,AGGREGATE FUNCTIONS,0.576,1,0.852,101.2,121.481,0.06
S045,81,Q199,UNION,0.466,1,0.871,57.694,122.352,0.06
S045,82,Q062,JOINS,0.537,1,0.831,27.991,123.183,0.06
S045,83,Q250,INNER JOIN,0.477,0,3.318,14.64,126.501,0.0
S045,84,Q477,TRIGGERS,0.655,1,2.633,27.637,129.134,0.06
S045,85,Q424,SELECT,0.283,1,0.512,19.673,129.646,0.06
S045,86,Q394,UNION,0.411,0,0.247,7.541,129.893,0.0
S045,87,Q199,UNION,0.466,1,0.177,0.177,130.07,0.06
S045,88,Q122,INDEXING,0.478,1,2.652,19.49,132.721,0.06
